Nama Obat,Harga Jual 1,Jenis Obat,Deskripsi
STAFORIN 500MG,"13,000.00",RESEP DOKTER,"Mengatasi infeksi saluran pernafasan bagian atas dan bawah, kulit dan jaringan lunak, saluran kemih dan kelamin, serta osteomielitis (radang sumsum tulang) dan artritis septik."
STENIROL 4MG,"5,000.00",RESEP DOKTER,"Obat ini digunakan untuk antiinflamasi (anti peradangan) pada berbagai kondisi seperti pada penyakit reumatik, antialergi, terapi insufisensi adrenal, terapi pendamping untuk asma."
SOPRALAN 30MG,"10,500.00",RESEP DOKTER,"Sopralan adalah obat yang mengandung lansoprazole. Sopralan berfungsi untuk meredakan gejala karena kelebihan asam lambung, seperti nyeri ulu hati, kesulitan menelan."
SUPRAVIT,"40,000.00",BEBAS,SUPRAVIT merupakan suplemen dengan kandungan multivitamin dan mineral yang bermanfaat untuk membantu memelihara kesehatan tubuh.
STANZA 500MG,"4,000.00",RESEP DOKTER,"Meredakan nyeri ringan sampai sedang sehubungan dengan sakit kepala, sakit gigi, dismenore primer, nyeri trauma, nyeri otot, dan nyeri pasca operasi."
SAMCODIN,"6,000.00",BEBAS,"Samcodin adalah merk obat batuk yang komposisinya terdiri dari dextromethorphan, glyceryl guaiacolate, dan chlorpheniramine maleat."
SANMOL INFUS,"75,000.00",BEBAS,"Sanmol infus biasanya digunakan untuk pasien rawat inap yang mengalami demam atau nyeri, seperti sakit kepala atau sakit pinggang."
SIDIADRYL 15ML,"6,000.00",RESEP DOKTER,"Jenis obat anti alergi yang bisa digunakan untuk mengurangi gejala alergi, flu, dan mabuk perjalanan"
SINOIL,"190,000.00",BEBAS,"Sinoil secara tradisional digunakan untuk membantu memelihara kesehatan tubuh, membantu meningkatkan daya tahan tubuh."
SUPRABION,"5,000.00",BEBAS,Membantu memenuhi kebutuhan vitamin dan mineral pada keadaan anemia karena kekurangan zat besi.
SAMCOBION,"3,000.00",BEBAS,Samcobion adalah suplemen yang bermanfaat untuk mengatasi dan mencegah anemia akibat kekurangan zat besi.
STREPSILS SUGAR F SACHET,"16,000.00",BEBAS,Permen hisap yang digunakan untuk memberikan rasa lega di tenggorokan yang sakit.
SPORETIK 100MG,"27,000.00",RESEP DOKTER,"Mengobati infeksi saluran kemih tanpa komplikasi, otitis media, faringiris dan tonsilitis, serta bronkitis akut dan kronis dengan eksaserbasi akut."
SALEP 24 NF,"6,000.00",BEBAS,"Obat Gatal2,Kadas,Kudis,Kutu Air,Jamur Kulit"
SPIRONOLACTONE 25mg DEXA,"5,000.00",RESEP DOKTER,"Mengatasi hipertensi, gagal jantung kongestif serta keadaan lainnya yang menyebabkan tubuh menahan cairan sehingga menyebabkan edema."
TOLAK LINU HERBAL MINT,"3,000.00",BEBAS,Membantu meredakan pegal linu dan nyeri sendi yang dibuat dari bahan-bahan herbal alami di pabrik berstandar GMP (Good Manufacturing Practice). 
TOLAK LINU HERBAL,"3,500.00",BEBAS,Tolak Linu mengandung ekstrak herbal dan madu yang digunakan untuk meredakan pegal linu dan nyeri sendi.
TRIFASTAN 500MG,"5,000.00",RESEP DOKTER,"Obat ini dapat digunakan untuk meredakan sakit kepala, sakit gigi, nyeri haid, nyeri akibat trauma, nyeri pada otot dan nyeri sesudah operasi."
TARIVID TM OPTH,"75,000.00",RESEP DOKTER,"Obat ini digunakan untuk mengobati infeksi mata yang disebabkan bakteri gram positif, negatif, dan anaerob, seperti konjungtivis dan ulcer kornea."
TEOSAL,"3,500.00",RESEP DOKTER,"Teosal adalah obat yang bermanfaat untuk meredakan gejala sesak napas, mengi, atau batuk."
TICOMAG,"3,500.00",BEBAS,Ticomag digunakan untuk mengurangi produksi asam lambung.
THROMBO ASPILETS,"1,500.00",RESEP DOKTER,"Thrombo Aspilet merupakan obat yang digunakan untuk mengencerkan darah supaya tidak terjadi penyumbatan di pembuluh darah pada penderita jantung, infark, dan stroke."
TRIFAMYCETIN SK,"10,000.00",RESEP DOKTER,Bermanfaat untuk mengobati konjungtivitis akibat infeksi bakteri pada mata.
TIARYT 200MG,"4,000.00",RESEP DOKTER,Obat ini digunakan baik dengan atau tanpa kombinasi dari obat lain untuk membantu mengatasi beberapa jenis gangguan denyut jantung tidak teratur (takikardia).
TEBOKAN 40Mg,"7,500.00",BEBAS,Membantu memperbaiki sirkulasi darah perifer dan pusat.
TARIVID 200MG,"15,000.00",RESEP DOKTER,"Tarivid merupakan antibiotika yang digunakan untuk mengatasi infeksi pada saluran pernafasan atas, infeksi saluran kemih, saluran cerna, kulit dan jaringan lunak."
TOLAK ANGIN,"4,000.00",BEBAS,"Untuk masuk angin dengan gejala kembung, mual, sakit perut, pusing, meriang, dan tenggorokan kering. Baik diminum saat perjalan jauh, kecapaian dan kurang tidur."
TOLAK ANGIN ANAK,"3,000.00",BEBAS,"Membantu meredakan masuk angin dan gejala - gejalanya seperti : Sumeng (meriang), pusing, perut mulas, kembung, mulas."
TOLAK ANGIN FLU,"4,000.00",BEBAS,"Tolak Angin Flu merupakan obat herbal yang diformulasi secara khusus untuk meringankan gejala selesma seperti : hidung tersumbat, pilek, sakit kepala dan badan terasa pegal."
TOLAK ANGIN PERMEN,"3,500.00",BEBAS,PERMEN TOLAK ANGIN merupakan permen yang mengandung berbagai kandungan rempah dan madu yang menambah rasa manis alami. Permen ini bermanfaat untuk memberi sensasi melegakan tenggorokan.
TOLAK ANGIN SUGAR FREE,"4,000.00",BEBAS,Tolak Angin Sugar Free merupakan Obat Herbal untuk masuk angin yang diformulasikan khusus sehingga aman dikonsumsi untuk penderita diabetes.
TREMENZA,"2,500.00",RESEP DOKTER,"Membantu meredakan gejala flu dan gejala alergi, seperti hidung tersumbat, pilek dan bersin."
TRIMAKAL,"2,500.00",BEBAS,Digunakan untuk memenuhi kebutuhan kalsium.
TRIOCID,"3,500.00",BEBAS,"Obat ini digunakan untuk mengatasi kembung, nyeri ulu hati akibat asam lambung berlembih atau adanya tukak di saluran pencernaan."
TRISELA,"5,000.00",RESEP DOKTER,Trisela merupakan obat yang digunakan untuk mengurangi rasa gatal yang dapat diikuti oleh ruam (gatal) di bagian tubuh tertentu karena suatu alergi.
TRICLOFEM,"9,500.00",RESEP DOKTER,"Hormon progesteron buatan yang berguna untuk mengatasi amenore sekunder, perdarahan uterus abnormal, dan kondisi lainnya."
THEOBRON 4,"17,500.00",RESEP DOKTER,Meredakan gejala sesak nafas atau batuk akibat asma dan penyakit paru obstruktif kronis (PPOK).
TEGRETOL 200MG,"12,500.00",RESEP DOKTER,"Epilepsi, pengobatan manik depresif yang berulang kali kambuh yang tidak respons terhadap terapi litium."
THIAMYCIN 1000MG,"10,000.00",RESEP DOKTER,"Infeksi Saluran Kemih (ISK), tifus dan paratifus, salmonellosis, infeksi saluran nafas, meningitis, riketsiosis, limfogranuloma, psitakosis, infeksi berat yang disebabkan oleh bakteri gram negatif."
TOLAK ANGIN BATUK ,"4,500.00",BEBAS,"Obat herbal yang berfungsi untuk meredakan batuk, gatal tenggorokan, dan melegakan pernapasan"
TUZALOS,"7,000.00",BEBAS,"Obat ini digunakan untuk mengatasi gejala-gejala flu seperti: demam, pusing, bersin-bersin, hidung tersumbat, yang disertai batuk tidak berdahak"
TETRASANBE 500MG,800.00,RESEP DOKTER,"Mengobati infeksi bakteri yang terjadi pada kulit, usus, saluran pernapasan, saluran kemih, kelamin, kelenjar getah bening, dan bagian lain dalam tubuh."
THIAMFILEX 500MG,"13,500.00",RESEP DOKTER,"THIAMFILEX 500 MG merupakan antibiotik spektrum luas yang bekerja dengan cara berikatan dengan ribosom bakteri secara reversible sehingga menghambat sintesis protein dari bakteri yang peka, yang pada akhirnya menghambat pertumbuhan bakteri."
TIZACOM,"5,000.00",RESEP DOKTER,Tizacom Tablet diindikasikan untuk perawatan kejang otot dan kondisi lainnya.
TRODEX,"2,500.00",RESEP DOKTER,Trodex merupakan kombinasi yang efektif untuk mengatasi kondisi alergi yang disertai peradangan dimana diperlukan terapi dengan kortikosteroid.
TRAMPARA,"7,000.00",RESEP DOKTER,Obat ini digunakan untuk mengobati nyeri sedang hingga berat.
UROTRACTIN 400MG,"6,500.00",RESEP DOKTER,Urotractin 400 mg Kapsul bermanfaat untuk mengobati infeksi saluran kemih yang disebabkan oleh bakteri gram negatif atau gram positif.
ULTRACAP 4 S,"3,500.00",BEBAS,"Meredekan lelah, pegal pada otot, linu pada sendi dan tulang, badan lesu, migraine, kesemutan, kaki terasa lemas, beri-beri dan gangguan lainnya yang disebabkan karena kekurangan vit B."
URINE BAG,"8,000.00",BEBAS,Merupakan kantong plastik steril yang digunakan untuk menampung urin pasien.
ULCERID,"6,500.00",RESEP DOKTER,"Ulcerid Tablet bermanfaat untuk mengatasi kondisi yang disebabkan oleh produksi asam lambung berlebih, seperti penyakit asam lambung (GERD) dan sakit maag."
UNALIUM,"8,000.00",RESEP DOKTER,"Obat yang biasa digunakan untuk membantu pencegahan migrain , pencegahan gangguan perifer, serebrovaskular, pencegahan vertigo dan gangguan vestibular."
URESIX 40MG,"15,000.00",RESEP DOKTER,Uresix Tablet bermanfaat untuk mengeluarkan kelebihan cairan di dalam tubuh dan mengurangi edema.
URSOLIC,"12,500.00",RESEP DOKTER,"Obat ini bekerja dengan menurunkan kadar kolesterol yang dihasilkan oleh hati, menghancurkan kolestrol yang membatu, dan meningkatkan aliran asam empedu pada penderita primary biliary cirrhosis."
UNIVIT 60ML,"7,000.00",BEBAS,Memberikan gizi yang diperlukan anak-anak untuk membangun pondasi yang sehat bagi pertumbuhannya.
UPLORES,"8,500.00",RESEP DOKTER,"Uplores adalah obat yang memiiki kandungan zat aktif Roxithromycin. Kandungan zat aktif Roxithromycin digunakan untuk mengobati infeksi karena mikroba yang rentan pada telinga, hidung, tenggorokan, saluran pernafasan, organ genital (kecuali infeksi akibat bakteri gonokokus), dan infeksi kulit."
ULTRAVITA,"14,000.00",BEBAS,Ultravita merupakan suplemen atau multivitamin sebagai terapi penunjang dalam memenuhi kebutuhan vitamin dan mineral tubuh sehari-hari.
ULTRAFLU,"4,500.00",BEBAS,"ULTRAFLU tablet adalah obat yang digunakan untuk mengobati gejala flu seperti demam, sakit kepala, hidung tersumbat dan bersin-bersin."
VASTRAL,"6,000.00",BEBAS,Vastral digunakan untuk membantu memenuhi kebutuhan vitamin B dan membantu memelihara kesehatan fungsi saraf.
VENARON,"35,000.00",BEBAS,Venaron dengan kandungan ekstrak Sophora japonica berkhasiat menghilangkan gejala wasir dan mencegah varises.
VENTOLIN NEBU,"17,500.00",RESEP DOKTER,Obat yang di gunakan untuk mengobati penyakit pada saluran pernapasan seperti asma dan penyakit paru obstruktif (PPOK) dan untuk penatalaksanaan rutin bronkospasme kronis yang tidak responsif terhadap terapi konvensional atau asma berat akut (status asmatikus).
VIT B1 INJEKSI ,"10,000.00",BEBAS,Vitamin b1 dalam bentuk sediaan suntik juga dapat digunakan untuk mengatasi keracunan etilen glikol.
VOLTAREN 50MG,"9,000.00",RESEP DOKTER,"Obat ini digunakan sebagai terapi awal untuk membantu mengobati rematik yang disertai inflamasi dan degeneratif (artritis rematoid, ankylosing spondylitis, osteoartritis dan spondilartritis), sindroma nyeri dan kolumna vertebralis, rematik non-artikular, serangan akut dari gout, nyeri pascabedah."
VOSEA 10MG,"3,000.00",RESEP DOKTER,"VOSEA 10 MG merupakan obat yang di gunakan untuk meredakan mual dan muntah yang disebabkan oleh beberapa kondisi seperti pasca operasi, selepas kemoterapi dan radiologi, serta muntah akibat migrain, GERD atau komplikasi diabetes."
VALEPTIK SYR,"120,000.00",RESEP DOKTER,Valeptik digunakan sebagai perawatan kejang parsial dan kejang absens seperti epilepsi.
VITAZYM,"12,500.00",BEBAS,"Vitazym tablet bermanfaat sebagai terapi pengganti pada defisiensi enzim pankreas disertai defisiensi vitamin B kompleks dan juga mengatasi perut kembung, sering bersendawa, dan sering buang angin."
VIPALBUMIN PLUS SACT,"85,000.00",BEBAS,VIPALBUMIN PLUS suplemen makanan yang terbentuk dari Ekstrak Ophiocephalus striatus (ikan gabus). Kegunaannya yaitu untuk membantu menjaga kesehatan.
VIOQUIN,"15,000.00",RESEP DOKTER,"Obat ini digunakan untuk infeksi saluran pencernaan, infeksi saluran napas, serta infeksi saluran kemih. Vioquin dapat dikonsumsi dengan atau tanpa makanan."
VERMOX,"19,500.00",BEBAS,"Vermox merupakan obat yang digunakan untuk membasmi cacing (cacing kremi, cacing tambang, cacing gelang, cacing cambuk) di dalam tubuh."
VISTAT,"10,000.00",RESEP DOKTER,Vistat Kapsul bermanfaat untuk menurunkan berat badan pada orang yang mengalami kelebihan berat badan atau obesitas.
VERBAN GULUNG,"11,000.00",BEBAS,Untuk menutup/membalut luka agar tidak terkontaminasi dengan air ataupun debu.
VENOSMIL,"13,000.00",RESEP DOKTER,Meredakan gejala gangguan pembuluh darah vena seperti wasir
VEGETA HERBAL,"3,500.00",BEBAS,Membantu melancarkan buang air besar.
VIOSTIN,"32,000.00",BEBAS,Bermanfaat untuk menjaga kesehatan sendi.
VOLTADEX,"4,000.00",RESEP DOKTER,"Voltadex adalah obat yang mengandung Natrium Diklofenak digunakan untuk mengatasi nyeri dan pembengkakan akibat rheumatoid arthritis, gout arthritis serta ketika pasien juga mengalami peradangan, dan mengurangi gangguan inflamasi (peradangan) secara umum."
VASELINE SWAB,"7,000.00",BEBAS,"Untuk melindungi luka sekaligus membantu penyembuhan luka, seperti luka bakar, infeksi bakteri sekunder, cidera radiasi, atau luka di kaki"
VETASEN,"6,000.00",BEBAS,"VETASEN TABLET merupakan obat yang digunakan untuk meredakan gejala flu, seperti batuk, pilek, hidung gatal ataupun bersin-bersin."
WELMOVE,"18,500.00",BEBAS,Suplemen untuk membantu memelihara kesehatan persendian.
WIROS,"3,500.00",RESEP DOKTER,Obat Wiros adalah analgesik yang digunakan untuk meredakan nyeri akibat asam urat dan radang sendi.29 Jan 2023
WITRANAL,"4,000.00",RESEP DOKTER,"Meredakan nyeri ringan hingga sedang spt: sakit kepala, sakit gigi, dismenore primer, termasuk nyeri yang disebabkan oleh trauma, nyeri otot, & nyeri pasca operasi."
WIAMOX,"6,000.00",RESEP DOKTER,Obat ini merupakan antibiotik untuk mengobati infeksi yang disebabkan oleh bakteri yang peka terhadap kandungan obat ini.
WASIRI,"30,000.00",RESEP DOKTER,"Wasiri juga digunakan untuk membantu meredakan nyeri dan rasa gatal pada anus, selain itu membantu mengurangi pembengkakan pada anus. Wasiri tersedia dalam bentuk pil yang diproduksi oleh CV Santeri."
XICALOM,"3,500.00",RESEP DOKTER,Xicalom memiliki manfaat untuk mengobati nyeri dari efek kekakuan sendi dan pembengkakan osteoarthritis dan rheumatoid arthritis.
XENICAL ,"15,000.00",RESEP DOKTER,Bermanfaat untuk menurunkan berat badan pada orang yang mengalami kelebihan berat badan atau obesitas.
XEPAZYM,"24,000.00",BEBAS,"Bermanfaat untuk mengatasi perut kembung akibat gangguan pada pankreas, hati, kantung empedu, atau saluran pencernaan."
XONCE,"2,500.00",BEBAS,XON-CE merupakan tablet hisap mengandung Vitamin C 500 mg yang digunakan untuk memenuhi kebutuhan Vitamin C dalam tubuh.
YEKAZONE,"3,000.00",RESEP DOKTER,Obat ini digunakan untuk mengobati alergi yang membutuhkan terapi kortikosteroid.
ZAMEL DROP,"50,000.00",BEBAS,"Suplemen makanan untuk anak-anak dan balita dengan kandungan mikronutrien, vitamin dan mineral lengkap yang dapat membantu memenuhi kebutuhan nutrisi anak dan dapat juuga di gunakan sebagai pengobatan untuk anak-anak yang mengalami defisiensi vitamin atau dalam masa penyembuhan."
ZEGREN,"25,000.00",RESEP DOKTER,"Meredakan nyeri dan mengurangi inflamasi pada pasien Rematoid Atritis akut dan kronis, nyeri pada tulang, spondilitis ankilosa. Meredakan nyeri ringan sampai sedang pada saat dismenore atau pasca operasi. Meredakan nyeri gigi ringan hingga sedang."
ZAMBUK,"45,000.00",BEBAS,"Membantu meredakan memar dan terkilir ringan, gatal akibat gigitan serangga dan nyamuk, serta membantu meredakan rasa nyeri dan gatal gatal yang berkaitan dengan luka ringan."
ZECANEURON,"7,000.00",BEBAS,Digunakan untuk meringankan rasa sakit akibat neuritis (peradangan saraf perifer) dan neuralgia (gangguan pada sinyal saraf di sistem saraf).
ZELONA,"4,000.00",RESEP DOKTER,Digunakan untuk meredakan nyeri yang di sebabkan oleh peradangan sendi.
ZEMOXIL,"7,500.00",RESEP DOKTER,"Mengobati infeksi telinga tengah, radang tenggorokan, infeksi saluran pernafasan atas, infeksi saluran kemih, saluran cerna, kulit dan jaringan lunak."
ZETAMOL ,"18,500.00",BEBAS,"Obat ini digunakan untuk meredakan nyeri ringan hingga sedang seperti sakit kepala, sakit gigi, nyeri otot, serta menurunkan demam."
ZINC SULFATE HOLI ,"5,000.00",BEBAS,Pelengkap untuk pengobatan diare pada anak-anak usia < 5 tahun. Mencegah atau mengobati dehidrasi dan untuk mencegah kekurangan nutrisi.
ZORALIN,"15,000.00",RESEP DOKTER,"Obat anti jamur sistemik yang digunakan sebagai anti jamur pada kulit dan selaput mukosa, infeksi dermatofita pada kulit atau kuku tangan, dan kandidiasis."
ZEN C,"7,500.00",BEBAS,Suplemen kesehatan. dan juga membantu memelihara daya tahan tubuh
ZYLORIC,"4,000.00",RESEP DOKTER,Digunakan untuk menurunkan kadar asam urat dalam darah.
ZULTROP,"5,000.00",RESEP DOKTER,"Obat antibiotik yang digunakan untuk mengobati berbagai jenis infeksi seperti infeksi saluran pencernaan, pernafasan, saluran kemih dan berbagai jenis infeksi lainnya."
ZIDALEV,"1,500.00",RESEP DOKTER,"Obat antibiotik yang mengandung levofloxacin untuk mengatasi infeksi akibat bakteri seperti sinusitis, bronkitis kronis, dan pielonefritis."
ZENDALAT,"5,000.00",RESEP DOKTER,Diindikasikan untuk mencegah beberapa jenis nyeri dada (angina).
ZENICARDO,"3,500.00",RESEP DOKTER,"Zenicardo digunakan untuk menurunkan tekanan darah tinggi, mengobati nyeri dada (angina)"
ZIBRAMAX,"120,000.00",RESEP DOKTER,"Obat yang mengandung azithromycin, antibiotik golongan makrolida yang digunakan untuk mengobati berbagai macam infeksi akibat bakteri."
ZULTROP FORTE,"6,500.00",RESEP DOKTER,"ZULTROP FORTE adalah obat antibiotik yang digunakan untuk mengobati berbagai jenis infeksi seperti infeksi saluran pencernaan, pernafasan, saluran kemih dan berbagai jenis infeksi lainnya."
ZEPRAZOL,"7,500.00",RESEP DOKTER,"Digunakan untuk mengatasi penyakit-penyakit yang disebabkan oleh kelebihan produksi asam lambung, seperti sakit maag dan tukak lambung."
ZEGAVIT,"30,000.00",BEBAS,"ZEGAVIT mengandung vitamin B, E, C, kalsium, dan zink yang dapat membantu memelihara kesehatan tubuh dan mencukupi kebutuhan mikronutrien harian."
SQUAPLUS,"240,000.00",BEBAS,"Menjaga kesehatan jantung, mengencerkan darah, menurunkan kadar lemak darah (kolesterol dan trigliserida) yang tinggi dan menormalkan tekanan darah."
DHA GOLD,"250,000.00",BEBAS,"Suplemen untuk perkembangan kecerdasan dan fungsi otak, baik dikonsumsi untuk anak-anak, orang dewasa, serta ibu hamil dan menyusui."
PURE WAY C,"320,000.00",BEBAS,"Menjaga kesehatan kulit, tulang rawan, tulang, gigi, dan pembuluh darah, serta berguna sebagai antioksidan."
VISION PLUS,"280,000.00",RESEP DOKTER,"Cairan mata yang menyegarkan, merevitalisasi, dan melumasi, yang mengandung Natrium Hialuronat 0,3%, yang berasal dari fermentasi dan bukan jaringan hewan."
ZITHROLAN,"4,000.00",RESEP DOKTER,"Obat ini digunakan untuk terapi dengan infeksi ringan sampai sedang, saluran pernapasan atas dan bawah, kulit dan jaringan lunak, penyakit menular seksual."
ZETAMOL ,"27,500.00",BEBAS,"Obat ini digunakan untuk meredakan nyeri ringan hingga sedang seperti sakit kepala, sakit gigi, nyeri otot, serta menurunkan demam."
ZEVASK,"5,000.00",RESEP DOKTER,Obat ini digunakan sebagai pengobatan lini pertama hipertensi dan dapat digunakan sebagai agen tunggal untuk mengontrol tekanan darah pada sebagian besar pasien.
